MARKER_ID,MARKER_ADDRESS,MARKER_STATUS,LAT,LON,ENVIRONMENT_NAME,A_ROAD_NAME,A_ROAD_TYPE,A_ROAD_SUFFIX,B_ROAD_NAME,B_ROAD_TYPE,B_ROAD_SUFFIX,LOCALITY,DirText
BCT201,,IN CAD,-37.874122,145.286862,BLIND CREEK TRAIL,HELENE,CT,,BRIAR,ST,,FERNTREE GULLY,EMERG MRKR BCT201: NEAREST I/S HELENE CT & BRIAR ST=> GDA94 LAT:-37.874122 LON:145.286862=> TRAVEL SOUTH-WEST 155M TO END OF HELENE CT=> THEN EAST 75M ON BLIND CRK TRL=> FOOT ACCESS ONLY
BCT202,,IN CAD,-37.873233,145.283562,BLIND CREEK TRAIL,AUBREY,GV,,SUTTON,AV,,FERNTREE GULLY,EMERG MRKR BCT202: NEAREST I/S AUBREY GV & SUTTON AV=> GDA94 LAT:-37.873233 LON:145.283562=> TRAVEL SOUTH 235M ON AUBREY GV TO BLIND CRK TRL
BCT203,,IN CAD,-37.870911,145.280575,BLIND CREEK TRAIL,WATTLETREE,RD,,AGORA,BLVD,,FERNTREE GULLY,EMERG MRKR BCT203: NEAREST I/S WATTLETREE RD & AGORA BLVD=> GDA94 LAT:-37.870911 LON:145.280575=> TRAVEL NORTH 30M ON WATTLETREE RD TO BLIND CRK TRL
BCT204,,IN CAD,-37.868584,145.277901,BLIND CREEK TRAIL,AGORA,BLVD,,BURKE,RD,,BORONIA,EMERG MRKR BCT204: NEAREST I/S AGORA BLVD & BURKE RD=> GDA94 LAT:-37.868584 LON:145.277901=> TRAVEL NORTH 95M THROUGH RITA MATHEWS RESERVE AT TENNIS CTS VEHCILE ACCESS BETWEEN TENNIS CTS
BCT205,,IN CAD,-37.868101,145.273146,BLIND CREEK TRAIL,JACOBUS,WLK,,PARK,BLVD,,FERNTREE GULLY,EMERG MRKR BCT205: NEAREST I/S JACOBUS WLK & PARK BLVD=> GDA94 LAT:-37.868101 LON:145.273146=> TRAVEL NORTH 90M ON JACOBS WALK TO BLIND CREEK TRL
BCT206,,IN CAD,-37.867811,145.267687,BLIND CREEK TRAIL,MANUKA,DR,,PARK,BLVD,,BORONIA,EMERG MRKR BCT206: NEAREST I/S MANUKA DR & PARK BLVD=> GDA94 LAT:-37.867811 LON:145.267687=> TRAVEL NORTH-EAST 60M ON MANUKA DV TO BLIND CRK TRL
BCT207,,IN CAD,-37.86871,145.262397,BLIND CREEK TRAIL,MANUKA,DR,,SCORESBY,RD,,FERNTREE GULLY,EMERG MRKR BCT207: NEAREST I/S MANUKA DR & SCORESBY RD=> GDA94 LAT:-37.86871 LON:145.262397=> TRAVEL NORTH-EAST 140M ON BLIND CREEK TRL ACCESS AT INTERSECTION SOUTH WEST CORNER OF FAIR PARK RESERVE OVAL
BCT208,,IN CAD,-37.869393,145.255399,BLIND CREEK TRAIL,BRIDGEWOOD,CT,,LEWIS,RD,,WANTIRNA SOUTH,EMERG MRKR BCT208: NEAREST I/S BRIDGEWOOD CT & LEWIS RD=> GDA94 LAT:-37.869393 LON:145.255399=> TRAVEL NORTH 45M ON LEWIS RD TO TRL ACCESS NTH SIDE OF BRIDGE=> THEN EAST 420M ON BLIND CRK TRL=> LOCKED GATE AT LEWIS RD KEY 2N4 CALL 92988000
BCT209,,IN CAD,-37.868221,145.250087,BLIND CREEK TRAIL,LEWIS,RD,,BRIDGEWOOD,CT,,WANTIRNA SOUTH,EMERG MRKR BCT209: NEAREST I/S LEWIS RD & BRIDGEWOOD CT=> GDA94 LAT:-37.868221 LON:145.250087=> TRAVEL WEST 55M ON BRIDGEWOOD CT TO TRL ACCESS=> THEN NORTH-EAST 45M ON ACCESS PATH TO BLIND CRK TRL
BCT210,,IN CAD,-37.864017,145.248869,BLIND CREEK TRAIL,ARTHUR,ST,,NEVILLE,ST,,WANTIRNA SOUTH,EMERG MRKR BCT210: NEAREST I/S ARTHUR ST & NEVILLE ST=> GDA94 LAT:-37.864017 LON:145.248869=> TRAVEL SOUTH 60M ON NEVILLE ST PAST TENNIS CT TO BLIND CRK TRL
BCT211,,IN CAD,-37.865485,145.24252,BLIND CREEK TRAIL,PAUL,AV,,COLEMAN,RD,,WANTIRNA SOUTH,EMERG MRKR BCT211: NEAREST I/S PAUL AV & COLEMAN RD=> GDA94 LAT:-37.865485 LON:145.24252=> TRAVEL SOUTH 275M DOWNHILL TO END OF PAUL AV=> THEN SOUTH 30M FOOT ACCESS TO BLIND CRK TRL=> NO VEHICLE ACCESS=> THEN SOUTH-WEST 90M ON BLIND CRK TL
BCT212,,IN CAD,-37.867993,145.244794,BLIND CREEK TRAIL,BRIDGEWOOD,CT,,LEWIS,RD,,WANTIRNA SOUTH,EMERG MRKR BCT212: NEAREST I/S BRIDGEWOOD CT & LEWIS RD=> GDA94 LAT:-37.867993 LON:145.244794=> TRAVEL WEST 240M ON BRIDGEWOOD CT TO KNOX MUNICIPAL DEPOT=> THEN WEST 270M ON BLIND CRK TRL ON NTH SIDE OF KNOX OZONE
BCT213,,IN CAD,-37.866361,145.236785,BLIND CREEK TRAIL,GATESHEAD,DR,,STUD,RD,,WANTIRNA SOUTH,EMERG MRKR BCT213: NEAREST I/S GATESHEAD DR & STUD RD=> GDA94 LAT:-37.866361 LON:145.236785=> TRAVEL SOUTH-WEST 165M ON STUD RD TO BLIND CRK TRL NTH OF WESTFIELD KNOX SHOPPING CENTRE
BCT214,,IN CAD,-37.868128,145.234051,BLIND CREEK TRAIL,BURWOOD,HWY,,OLD STUD,RD,,WANTIRNA,EMERG MRKR BCT214: NEAREST I/S BURWOOD HWY & OLD STUD RD=> GDA94 LAT:-37.868128 LON:145.234051=> TRAVEL SOUTH-EAST 75M ON BURWOOD HWY TO BLIND CRK TRL OVERPASS NTH SIDE OF BURWOOD HWY AT TRL JUNCTION
BCT215,,IN CAD,-37.871518,145.227779,BLIND CREEK TRAIL,DUNNS,CT,,OLD ORCHARD,DR,,WANTIRNA SOUTH,EMERG MRKR BCT215: NEAREST I/S DUNNS CT & OLD ORCHARD DR=> GDA94 LAT:-37.871518 LON:145.227779=> TRAVEL SOUTH 45M FROM INTERSECTION TO BLIND CRK TRL ACCESS AT 79 OLD ORCHARD DR=> NO VEHICLE ACCESS
BCT216,,IN CAD,-37.872007,145.221498,BLIND CREEK TRAIL,RENOU,RD,,WAKLEY,CR,,WANTIRNA SOUTH,EMERG MRKR BCT216: NEAREST I/S RENOU RD & WAKLEY CR=> GDA94 LAT:-37.872007 LON:145.221498=> TRAVEL SOUTH-EAST 35M ON RENOU RD TO ACCESS PATH AT NOS 75=> THEN SOUTH 60M ON ACCESS PATH TO BLIND CRK TRL
BCT217,,IN CAD,-37.875131,145.216888,BLIND CREEK TRAIL,CATHIES,LA,,HIGH STREET,RD,,WANTIRNA SOUTH,EMERG MRKR BCT217: NEAREST I/S CATHIES LA & HIGH STREET RD=> GDA94 LAT:-37.875131 LON:145.216888=> TRAVEL NORTH-EAST 225M FROM INTERSECTION ON BLIND CREEK TRAIL=> VEHICLE ACCESS OK
BCT218,,IN CAD,-37.87703,145.21675,BLIND CREEK TRAIL,BLIND CREEK,LA,,HIGH STREET,RD,,WANTIRNA SOUTH,EMERG MRKR BCT218: NEAREST I/S BLIND CREEK LA & HIGH STREET RD=> GDA94 LAT:-37.87703 LON:145.21675=> TRAVEL WEST 120M ON HIGH ST RD TO BLIND CRK TRL
BCT219,,IN CAD,-37.881601,145.21649,BLIND CREEK TRAIL,BLIND CREEK,LA,,COPPELIA,ST,,WANTIRNA SOUTH,EMERG MRKR BCT219: NEAREST I/S BLIND CREEK LA & COPPELIA ST=> GDA94 LAT:-37.881601 LON:145.21649=> TRAVEL SOUTH-WEST 155M ON BLIND CRK LANE AT NOS 43 BLIND CRK LA
BCT220,,IN CAD,-37.882993,145.21384,BLIND CREEK TRAIL,GEORGE,ST,,HIGH STREET,RD,,SCORESBY,EMERG MRKR BCT220: NEAREST I/S GEORGE ST & HIGH STREET RD=> GDA94 LAT:-37.882993 LON:145.21384=> TRAVEL SOUTH 750M ON GEORGE ST TO BLIND CRK TRL ACCESS TO TRL 45 METRES STH OF KNOX TRANSFER STATION=> THEN SOUTH-WEST 80M ON ACCESS PATH OFF GEORGE ST TO TRAIL JUNCTION
BCT221,,IN CAD,-37.884081,145.209812,BLIND CREEK TRAIL,GEORGE,ST,,HIGH STREET,RD,,SCORESBY,EMERG MRKR BCT221: NEAREST I/S GEORGE ST & HIGH STREET RD=> GDA94 LAT:-37.884081 LON:145.209812=> TRAVEL SOUTH 750M ON GEORGE ST TO BLIND CRK TRL ACCESS TO TRL 45 METRES STH OF KNOX TRANSFER STATION=> THEN SOUTH-WEST 80M ON ACCESS PATH OFF GEORGE ST TO TRAIL JUNCTION=> THEN SOUTH-WEST 495M ON BLIND CREEK TRAIL=> TURNING RESTRICTIONS ON SOME PATH SECTIONS
BCT222,,IN CAD,-37.884319,145.203701,BLIND CREEK TRAIL,NORTONS,LA,,HIGH STREET,RD,,SCORESBY,EMERG MRKR BCT222: NEAREST I/S NORTONS LA & HIGH STREET RD=> GDA94 LAT:-37.884319 LON:145.203701=> TRAVEL SOUTH 670M ON NORTONS LANE TO BLIND CREEK TRAIL=> THEN EAST 475M DOWNHILL ON BLIND CRK TRL=> LOCKED GATE. KEY 2N4 CALL 9298 8000
FCT300,,IN CAD,-37.899372,145.323575,FERNY CREEK TRAIL,MORRIS,RD,,BURWOOD,HWY,,UPWEY,EMERG MRKR FCT300: NEAREST I/S MORRIS RD & BURWOOD HWY=> GDA94 LAT:-37.899372 LON:145.323575=> TRAVEL SOUTH-WEST 610M DOWNHILL ON FERNY CRK TRL LIMITED VEHICLE ACCESS=> REMOVABLE BOLLARD AT MORRIS RD
FCT301,,IN CAD,-37.896346,145.318511,FERNY CREEK TRAIL,TALASKIA,RD,,BURWOOD,HWY,,UPPER FERNTREE GULLY,EMERG MRKR FCT301: NEAREST I/S TALASKIA RD & BURWOOD HWY=> GDA94 LAT:-37.896346 LON:145.318511=> TRAVEL SOUTH-EAST 520M UPHILL ON FERNY CRK TRL LIMITED VEHICLE ACCESS=> NO VEHICLE TURNING CONTINUE TO MORRIS RD
FCT302,,IN CAD,-37.89325,145.314453,FERNY CREEK TRAIL,TALASKIA,RD,,BURWOOD,HWY,,UPPER FERNTREE GULLY,EMERG MRKR FCT302: NEAREST I/S TALASKIA RD & BURWOOD HWY=> GDA94 LAT:-37.89325 LON:145.314453=> TRAVEL NORTH-EAST 20M ON UPHILL SIDE OF RAIL BRIDGE TO START OF FERNY CRK TRL
FCT303,,IN CAD,-37.896258,145.313818,FERNY CREEK TRAIL,JOHNS,ST,,TALASKIA,RD,,UPPER FERNTREE GULLY,EMERG MRKR FCT303: NEAREST I/S JOHNS ST & TALASKIA RD=> GDA94 LAT:-37.896258 LON:145.313818=> TRAVEL NORTH 155M ON TALASKIA RD TO BLIND CREEK TRAIL WEST SIDE OF RD AND BETWEEN OVAL AND NETBALL CRTS
FCT304,,IN CAD,-37.895419,145.309099,FERNY CREEK TRAIL,MOUNT VIEW,RD,,DAWSON,ST,,UPPER FERNTREE GULLY,EMERG MRKR FCT304: NEAREST I/S MOUNT VIEW RD & DAWSON ST=> GDA94 LAT:-37.895419 LON:145.309099=> TRAVEL SOUTH 65M ON DAWSON RD TO BLIND CREEK TRAIL
FCT305,,IN CAD,-37.895134,145.30391,FERNY CREEK TRAIL,WILLOW,RD,,FINMERE,CR,,UPPER FERNTREE GULLY,EMERG MRKR FCT305: NEAREST I/S WILLOW RD & FINMERE CR=> GDA94 LAT:-37.895134 LON:145.30391=> TRAVEL NORTH-EAST 30M ON WILLOW RD TO BLIND CREEK TRAIL
FCT306,,IN CAD,-37.892813,145.300847,FERNY CREEK TRAIL,ACACIA,RD,,BURWOOD,HWY,,FERNTREE GULLY,EMERG MRKR FCT306: NEAREST I/S ACACIA RD & BURWOOD HWY=> GDA94 LAT:-37.892813 LON:145.300847=> TRAVEL SOUTH-WEST 205M ON ACACIA RD TO BLIND CREEK TRAIL
FCT307,,IN CAD,-37.889624,145.29548,FERNY CREEK TRAIL,BRENOCK PARK,DR,,BURWOOD,HWY,,FERNTREE GULLY,EMERG MRKR FCT307: NEAREST I/S BRENOCK PARK DR & BURWOOD HWY=> GDA94 LAT:-37.889624 LON:145.29548=> TRAVEL SOUTH-EAST 100M ON BRENOCK PARK DR TO FERNY CREEK TRAIL
FCT308,,IN CAD,-37.889523,145.289647,FERNY CREEK TRAIL,STATION,ST,,BURWOOD,HWY,,FERNTREE GULLY,EMERG MRKR FCT308: NEAREST I/S STATION ST & BURWOOD HWY=> GDA94 LAT:-37.889523 LON:145.289647=> TRAVEL WEST 90M ON BURWOOD HWY TO ENTRANCE TO COMMUNITY LIBRARY=> THEN SOUTH-WEST 80M ON LIBRARY ACCESS RD TO FERNY CREEK TRAIL
FCT309,,IN CAD,-37.889493,145.282841,FERNY CREEK TRAIL,MAYFAIR,DR,,BONNIE,CT,,FERNTREE GULLY,EMERG MRKR FCT309: NEAREST I/S MAYFAIR DR & BONNIE CT=> GDA94 LAT:-37.889493 LON:145.282841=> TRAVEL NORTH-EAST 95M ON ACCESS PATH TO FERNY CREEK TRAIL
FCT310,,IN CAD,-37.889352,145.276957,FERNY CREEK TRAIL,CUTLER,CL,,SEGARTA,CCT,,FERNTREE GULLY,EMERG MRKR FCT310: NEAREST I/S CUTLER CL & SEGARTA CCT=> GDA94 LAT:-37.889352 LON:145.276957=> TRAVEL NORTH 85M ON SEGARATA CIRCUIT TO FERNY CRK TRL ACCESS PATH=> THEN NORTH-EAST 120M ON ACCESS PATH
FCT311,,IN CAD,-37.891464,145.273504,FERNY CREEK TRAIL,FAITH,ST,,MOUNTAIN GATE,DR,,FERNTREE GULLY,EMERG MRKR FCT311: NEAREST I/S FAITH ST & MOUNTAIN GATE DR=> GDA94 LAT:-37.891464 LON:145.273504=> TRAVEL SOUTH-EAST 110M ON FAITH STREET TO FERNY CREEK TRAIL
FCT312,,IN CAD,-37.894916,145.269846,FERNY CREEK TRAIL,EXTON,CT,,WINDERMERE,DR,,FERNTREE GULLY,EMERG MRKR FCT312: NEAREST I/S EXTON CT & WINDERMERE DR=> GDA94 LAT:-37.894916 LON:145.269846=> TRAVEL SOUTH-EAST 90M ON ACCESS PATH TO FERNY CREEK TRAIL=> BOLLARDS AT END OF EXTON CT
FCT313,,IN CAD,-37.899334,145.267424,FERNY CREEK TRAIL,HOMEWOOD,CL,,BRYDEN,DR,,FERNTREE GULLY,EMERG MRKR FCT313: NEAREST I/S HOMEWOOD CL & BRYDEN DR=> GDA94 LAT:-37.899334 LON:145.267424=> TRAVEL EAST 100M ON BRYDEN DRV TO ACCESS PATH=> THEN SOUTH-EAST 60M ON ACCESS PATH TO FERNY CREEK TRAIL
FCT314,,IN CAD,-37.90006,145.26435,FERNY CREEK TRAIL,WATKINS,CT,,TREFOIL,ST,,FERNTREE GULLY,EMERG MRKR FCT314: NEAREST I/S WATKINS CT & TREFOIL ST=> GDA94 LAT:-37.90006 LON:145.26435=> TRAVEL SOUTH-EAST 100M ON WATKINS CT TO ACCESS PATH THEN FOLLOW BITUMEN PATH TO FERNY CRK TRL=> LOCKED BARRIER
FCT315,,IN CAD,-37.900064,145.259917,FERNY CREEK TRAIL,TREFOIL,ST,,WOODLEA,PL,,FERNTREE GULLY,EMERG MRKR FCT315: NEAREST I/S TREFOIL ST & WOODLEA PL=> GDA94 LAT:-37.900064 LON:145.259917=> TRAVEL WEST 90M ON TREFOIL ST TO ACCESS PATH=> THEN SOUTH-WEST 75M ON ACCESS PATH TO FERNY CRK TRL
FCT316,,IN CAD,-37.901768,145.253349,FERNY CREEK TRAIL,WATERFORD PARK,AV,,BUNJIL,WAY,,KNOXFIELD,EMERG MRKR FCT316: NEAREST I/S WATERFORD PARK AV & BUNJIL WAY=> GDA94 LAT:-37.901768 LON:145.253349=> TRAVEL NORTH-WEST 440M ON BUNJIL WAY TO FERNY CREEK TRIL ACCESS=> LOCKED GATE SP AUSNET 1300 360 795=> THEN SOUTH-WEST 445M ON FERNY CREEK TRAIL
FCT317,,IN CAD,-37.904301,145.248902,FERNY CREEK TRAIL,HENDERSON,RD,,RUSHDALE,ST,,KNOXFIELD,EMERG MRKR FCT317: NEAREST I/S HENDERSON RD & RUSHDALE ST=> GDA94 LAT:-37.904301 LON:145.248902=> TRAVEL SOUTH 170M ON HENDERSON RD TO FERNY CRK TRL ACCESS PATH=> THEN SOUTH-EAST 245M ON ACCESS PATH TO FERNY CREEK TRAIL REMOVABLE BOLLARD=> LOCKED GATE AT HENDERSON RD - CALL SP AUSNET 1300 360 795
FCT318,,IN CAD,-37.903386,145.243885,FERNY CREEK TRAIL,HENDERSON,RD,,RUSHDALE,ST,,KNOXFIELD,EMERG MRKR FCT318: NEAREST I/S HENDERSON RD & RUSHDALE ST=> GDA94 LAT:-37.903386 LON:145.243885=> TRAVEL SOUTH 170M ON HENDERSON RD TO FERNY CRK TRL ACCESS PATH=> THEN SOUTH-EAST 40M ON ACCESS PATH TO FERNY CREEK TRAIL=> THEN NORTH-WEST 410M ON FERNY CRK TRL
FCT319,,IN CAD,-37.903675,145.236655,FERNY CREEK TRAIL,KINGSTON PARK,CT,,STUD,RD,,KNOXFIELD,EMERG MRKR FCT319: NEAREST I/S KINGSTON PARK CT & STUD RD=> GDA94 LAT:-37.903675 LON:145.236655=> TRAVEL SOUTH-EAST 200M ON STUD RD TO FERNY CREEK TRAIL ACCESS
CCR325,,IN CAD,-37.911392,145.231667,CORHANWARRABUL CREEK TRAIL,ENTERPRISE,DR,,EMMELINE,ROW,,ROWVILLE,EMERG MRKR CCR325: NEAREST I/S ENTERPRISE DR & EMMELINE ROW=> GDA94 LAT:-37.911392 LON:145.231667=> TRAVEL NORTH 465M ON ENTERPRISE DR TO TRAIL=> THEN WEST 95M ON CONCRETE PATH WEST OF ENTERPRISE DR
CCR331,,IN CAD,-37.917678,145.214761,CORHANWARRABUL CREEK TRAIL,WELLINGTON,RD,,WELLINGTON-EASTLINK IN,RAMP,ON,SCORESBY,EMERG MRKR CCR331: NEAREST I/S WELLINGTON RD & WELLINGTON-EASTLINK IN RAMP=> GDA94 LAT:-37.917678 LON:145.214761=> TRAVEL NORTH 25M FROM INTERSECTION TO CONCRETE TRAIL IMMEDIATELY WEST OF JUNCTION=> THEN NORTH 860M ON CONCRETE PATH WEST OF ACCESS VIA WELLINGTON RD EASTLINK ON RAMP
CCR330,,IN CAD,-37.922994,145.212802,CORHANWARRABUL CREEK TRAIL,WELLINGTON,RD,,WELLINGTON-EASTLINK IN,RAMP,ON,SCORESBY,EMERG MRKR CCR330: NEAREST I/S WELLINGTON RD & WELLINGTON-EASTLINK IN RAMP=> GDA94 LAT:-37.922994 LON:145.212802=> TRAVEL NORTH 25M FROM INTERSECTION TO CONCRETE TRAIL IMMEDIATELY WEST OF JUNCTION=> THEN NORTH 215M ON CONCRETE PATH WEST OF EASTLINK
MTH019,,IN CAD,-36.969263,147.15755,MT HOTHAM,GREAT ALPINE,RD,,MT LOCH,TRK,,HOTHAM HEIGHTS,EMERG MRKR MTH019: NEAREST I/S GREAT ALPINE RD & MT LOCH TRK=> GDA94 LAT:-36.969263 LON:147.15755=> TRAVEL LOCKED GATE AT NORTH END OF MT LOCH CARPARK BETWEEN TRAIL HEAD AND SCULPTURE=> KEYS WITH MT HOTHAM RESORT BOARD 57593550 OR PARKS VICTORIA 191963=> THEN NORTH-EAST 2710M ON MT LOCH/MACHINERY SPUR TRK TO JUNCTION WITH AUSTRALIAN ALPS WALKING TRK (POLE 60) OR MTH020.=> MANUAL EXTRACTION BEYOND THIS POINT=> THEN SOUTH-EAST 940M ON AUSTRALIAN ALPS WALKING TRK TO POLE 84 & MTH019
MTH020,,IN CAD,-36.961447,147.153368,MT HOTHAM,GREAT ALPINE,RD,,MT LOCH,TRK,,HOTHAM HEIGHTS,EMERG MRKR MTH020: NEAREST I/S GREAT ALPINE RD & MT LOCH TRK=> GDA94 LAT:-36.961447 LON:147.153368=> TRAVEL LOCKED GATE AT NORTH END OF MT LOCH CARPARK BETWEEN TRAIL HEAD AND SCULPTURE=> KEYS WITH MT HOTHAM RESORT BOARD 57593550 OR PARKS VICTORIA 191963=> THEN NORTH-EAST 2710M ON MT LOCH/MACHINERY SPUR TRK TO JUNCTION WITH AUSTRALIAN ALPS WALKING TRK (POLE 60) OR MTH020.=> MANUAL EXTRACTION BEYOND THIS POINT
MTH001,,IN CAD,-36.981831,147.163001,MT HOTHAM,MT LOCH,TRK,,GREAT ALPINE,RD,,HOTHAM HEIGHTS,EMERG MRKR MTH001: NEAREST I/S MT LOCH TRK & GREAT ALPINE RD=> GDA94 LAT:-36.981831 LON:147.163001=> TRAVEL LOCKED GATE AT NORTH END OF MT LOCH CARPARK BETWEEN TRAIL HEAD AND SCULPTURE=> KEYS WITH MT HOTHAM RESORT BOARD 57593550 OR PARKS VICTORIA 191963=> THEN NORTH-EAST 2710M ON MT LOCH/MACHINERY SPUR TRK TO JUNCTION WITH AUSTRALIAN ALPS WALKING TRK (POLE 60) OR MTH020.=> MANUAL EXTRACTION BEYOND THIS POINT=> THEN SOUTH-EAST 940M ON AUSTRALIAN ALPS WALKING TRK TO POLE 84 & MTH019=> THEN SOUTH 690M ALONG HUTS WALK AND ORANGE BOUNDARY POLES TO GOLDEN POINT SADDLE=> THEN SOUTH-WEST 2695M FROM MTH018 CONTINUE ON AUSTRALIAN ALPS WALKING TRACK TO SPARGOS HUT
MTH002,,IN CAD,-36.986414,147.157274,MT HOTHAM,GREAT ALPINE,RD,,DAVENPORT ACCESS,TRK,,HOTHAM HEIGHTS,EMERG MRKR MTH002: NEAREST I/S GREAT ALPINE RD & DAVENPORT ACCESS TRK=> GDA94 LAT:-36.986414 LON:147.157274=> TRAVEL LOCKED GATE AT DAVENPORT ACCESS TRK CONTACT MT HOTHAM RESORT BOARD ON 57593550 FOR KEY=> 4WD ACCESS - NO WINTER ACCESS=> THEN WEST 1835M DOWNHILL ON DAVENPORT ACCESS TRK - GRAVEL TO VALLEY/VILLAGE LOAD STATION=> THEN SOUTH 790M AT VALLEY/VILLAGE LOAD STATION DOWNSTREAM ON GRAVEL TRK=> THEN SOUTH-EAST 195M ON GRASSY 4WD TRL DOWNHILL TO SILVER BRUMBY HUT
MTH012,,IN CAD,-36.989963,147.162174,MT HOTHAM,GREAT ALPINE,RD,,DAVENPORT ACCESS,TRK,,HOTHAM HEIGHTS,EMERG MRKR MTH012: NEAREST I/S GREAT ALPINE RD & DAVENPORT ACCESS TRK=> GDA94 LAT:-36.989963 LON:147.162174=> TRAVEL NORTH-WEST 1425M DOWNHILL ON DAVENPORT GRAVEL ACCESS TRK COBUNGRA DITCH WALKING TRK TRAILHEAD ON EAST SIDE OF TRK=> LOCKED GATE AT TOP OF DAVENPORT ACCESS TRK PH MT HOTAHM RESORT BOARD ON 5759 3550 - 4WD ACCESS ONLY - NO WINTER ACCESS=> THEN SOUTH-EAST 1700M DESCEND STEPS AND FOLLOW COBUNGRA DITCH TRK THEN SOUTH TO HUTS WALK TRAIL HEAD PASSING MTH011=> NO VEHICLE ACCESS MANUAL EVACUATION PAST MTH010
MTH013,,IN CAD,-36.983316,147.176786,MT HOTHAM,GREAT ALPINE,RD,,CHRISTMAS HILLS WALKING,TRK,,HOTHAM HEIGHTS,EMERG MRKR MTH013: NEAREST I/S GREAT ALPINE RD & CHRISTMAS HILLS WALKING TRK=> GDA94 LAT:-36.983316 LON:147.176786=> TRAVEL SOUTH-EAST 615M ALONG GREAT ALPINE RD TO WIRE PLAIN CAR PARK AND HOWARDS HUT=> THEN NORTH-EAST 20M AT SHORT ACCESS TRK ONTO BRABRALUNG TRAIL AT HOWARDS HUT=> LOCKED BOLLARDS PH MT HOTHAM RESORT BOARD 57593550 FOR KEYS - 4WD ACCESS ONLY - NO WINTER ACCESS=> THEN NORTH 80M ON GRAVEL BRABRALUNG TRL TO POST BT10=> THEN NORTH-EAST 810M ALONG WONDERLAND TRL PAST MTH027 & MTH026 ON GRASS SURFACE TRL=> THEN NORTH-WEST 40M ALONG RYANS FOLLY SHORTCUT TO INTERSECTION POST MARKER BS04=> THEN NORTH-EAST 170M ALONG BIG SPUR TRAIL TO TRK MARKER POST BS05 & MTH023=> THEN NORTH-EAST 390M ON BIG SPUR TRAIL AT POST BS06 & MTH024=> THEN NORTH-WEST 700M DESCENDING ON WEST ACCESS TRK TO COBUNGRA DITCH=> MANUAL EXTRACTION ONLY PAST MTH013
MTH014,,IN CAD,-36.988623,147.190709,MT HOTHAM,GREAT ALPINE,RD,,CHRISTMAS HILLS WALKING,TRK,,HOTHAM HEIGHTS,"EMERG MRKR MTH014: NEAREST I/S GREAT ALPINE RD & CHRISTMAS HILLS WALKING TRK=> GDA94 LAT:-36.988623 LON:147.190709=> TRAVEL SOUTH-EAST 615M ALONG GREAT ALPINE RD TO WIRE PLAIN CAR PARK AND HOWARDS HUT=> THEN NORTH-EAST 20M AT SHORT ACCESS TRK ONTO BRABRALUNG TRAIL AT HOWARDS HUT=> LOCKED BOLLARDS PH MT HOTHAM RESORT BOARD 57593550 FOR KEYS - 4WD ACCESS ONLY - NO WINTER ACCESS=> THEN NORTH 80M ON GRAVEL BRABRALUNG TRL TO POST BT10=> THEN NORTH-EAST 810M ALONG WONDERLAND TRAIL PASSING MTH027 ON GRASS SURFACE TRL=> THEN NORTH-EAST 680M ON BIG SPUR TRAIL TO PICNIC POINT=> THEN EAST 760M ONTO EAST ACCESS TRK, HEAD DOWNHILL TO COBUNGRA DITCH AT POST CD06=> MANUAL EVACUATION ONLY"
MTH015,,IN CAD,-36.995795,147.181373,MT HOTHAM,GREAT ALPINE,RD,,BRANDY CREEK,FTRL,,HOTHAM HEIGHTS,EMERG MRKR MTH015: NEAREST I/S GREAT ALPINE RD & BRANDY CREEK FTRL=> GDA94 LAT:-36.995795 LON:147.181373=> TRAVEL CALL MT HOTHAM RESORT BOARD FOR ASSISTANCE ON 57593550=> THEN NORTH-EAST 585M PAST PICNIC SHELTER ON BRANDY CREEK FIRE TRL TO POST CD08 COBUNGRA DITCH SOUTH TRAIL HEAD=> 4WD ACCESS ONLY MANUAL EVACUATION PAST MTH016=> THEN NORTH 2015M ON COBUNGRA DITCH TO MURPHYS CRK FOOTBRIDGE
MTH021,,IN CAD,-36.993139,147.171168,MT HOTHAM,SLATEY CAR PARK,RD,,CHRISTMAS HILLS WALKING,TRK,,HOTHAM HEIGHTS,EMERG MRKR MTH021: NEAREST I/S SLATEY CAR PARK RD & CHRISTMAS HILLS WALKING TRK=> GDA94 LAT:-36.993139 LON:147.171168=> TRAVEL NORTH-EAST 20M ON ACCESS TRK TO BRABRALUNG TRL NTH OF SLATEY CAR PARK. BOLLARDS AT TRK MARKER POST BT09=> CALL MT HOTHAM RESORT BOARD ON 57593550 FOR KEYS - 4WD ACCESS - NO WINTER ACCESS=> THEN NORTH-WEST 40M ONTO BRABRALUNG TRL AT TRK MARKER BT08 AT INTERSECTION OF CHARLIES TRAIL=> THEN NORTH-EAST 335M TAKE CHARLIES TRAIL AT POST BT08 CONTINUE UPHILL ON GRASS TRACK WITH SWITCHBACKS TO MTH021=> THEN NORTH-WEST 15M ONTO BRABRALUNG TRL TO TRK MARKER POST BT08 AT INTERSECTION OF CHARLIES TRAIL
